,tracks,artist,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,url,track_id,uri,track_href,analysis_url,duration_ms,time_signature,artist_url,genres,popularity,track_url,created_year,rank
215,Beautiful,Superfly,0.51,0.895,3.0,-3.321,1.0,0.0444,0.0435,1.34e-06,0.123,0.356,144.847,audio_features,https://open.spotify.com/track/2ruHYPN3a77Ra8WvvPyfwb,2ruHYPN3a77Ra8WvvPyfwb,spotify:track:2ruHYPN3a77Ra8WvvPyfwb,https://api.spotify.com/v1/tracks/2ruHYPN3a77Ra8WvvPyfwb,https://api.spotify.com/v1/audio-analysis/2ruHYPN3a77Ra8WvvPyfwb,297931.0,4.0,https://open.spotify.com/artist/5M8AXrOifBT8elkLKbGPQZ,"['j-pop', 'j-poprock', 'j-rock']",53,https://open.spotify.com/embed/track/2ruHYPN3a77Ra8WvvPyfwb,2020,25
216,Dragon Night,SEKAI NO OWARI,0.616,0.825,10.0,-4.349,1.0,0.125,0.0342,8.7e-06,0.405,0.548,124.013,audio_features,https://open.spotify.com/track/4XdzCpY4Ekv5SezuuFpBDG,4XdzCpY4Ekv5SezuuFpBDG,spotify:track:4XdzCpY4Ekv5SezuuFpBDG,https://api.spotify.com/v1/tracks/4XdzCpY4Ekv5SezuuFpBDG,https://api.spotify.com/v1/audio-analysis/4XdzCpY4Ekv5SezuuFpBDG,229293.0,4.0,https://open.spotify.com/artist/7HwzlRPa9Ad0I8rK0FPzzK,"['anime', 'j-pop']",64,https://open.spotify.com/embed/track/4XdzCpY4Ekv5SezuuFpBDG,2020,26
217,あなたに恋をしてみました,chay,0.645,0.787,1.0,-2.666,1.0,0.0326,0.621,0.0,0.3,0.961,136.997,audio_features,https://open.spotify.com/track/4IqBRdBiSN251FuHM8k4Bp,4IqBRdBiSN251FuHM8k4Bp,spotify:track:4IqBRdBiSN251FuHM8k4Bp,https://api.spotify.com/v1/tracks/4IqBRdBiSN251FuHM8k4Bp,https://api.spotify.com/v1/audio-analysis/4IqBRdBiSN251FuHM8k4Bp,268160.0,4.0,https://open.spotify.com/artist/74F5BixS3Q9eSs9AnG3xIz,['j-pop'],36,https://open.spotify.com/embed/track/4IqBRdBiSN251FuHM8k4Bp,2020,27
218,今、話したい誰かがいる,Nogizaka46,0.613,0.893,4.0,-3.866,1.0,0.0358,0.424,0.0,0.312,0.479,139.976,audio_features,https://open.spotify.com/track/6OxmpZL0iLiV2ZTtBmgc2A,6OxmpZL0iLiV2ZTtBmgc2A,spotify:track:6OxmpZL0iLiV2ZTtBmgc2A,https://api.spotify.com/v1/tracks/6OxmpZL0iLiV2ZTtBmgc2A,https://api.spotify.com/v1/audio-analysis/6OxmpZL0iLiV2ZTtBmgc2A,264080.0,4.0,https://open.spotify.com/artist/08lN7bm4Etec8ETFxaTUmq,"['j-idol', 'j-pop', 'j-pop girl group']",62,https://open.spotify.com/embed/track/6OxmpZL0iLiV2ZTtBmgc2A,2020,28
219,クリスマスソング,back number,0.404,0.705,4.0,-3.324,1.0,0.0315,0.128,0.0,0.123,0.42,154.02,audio_features,https://open.spotify.com/track/5P8ZvBQoCrujjNcLAxO3Su,5P8ZvBQoCrujjNcLAxO3Su,spotify:track:5P8ZvBQoCrujjNcLAxO3Su,https://api.spotify.com/v1/tracks/5P8ZvBQoCrujjNcLAxO3Su,https://api.spotify.com/v1/audio-analysis/5P8ZvBQoCrujjNcLAxO3Su,340080.0,4.0,https://open.spotify.com/artist/6rs1KAoQnFalSqSU4LTh8g,"['j-pop', 'j-rock']",70,https://open.spotify.com/embed/track/5P8ZvBQoCrujjNcLAxO3Su,2020,29
220,"Hello,world!",BUMP OF CHICKEN,0.597,0.913,8.0,-5.448,1.0,0.0321,0.00409,2.53e-05,0.405,0.713,105.541,audio_features,https://open.spotify.com/track/1YqVJ2YSgwxWpfuENocF2t,1YqVJ2YSgwxWpfuENocF2t,spotify:track:1YqVJ2YSgwxWpfuENocF2t,https://api.spotify.com/v1/tracks/1YqVJ2YSgwxWpfuENocF2t,https://api.spotify.com/v1/audio-analysis/1YqVJ2YSgwxWpfuENocF2t,248453.0,4.0,https://open.spotify.com/artist/0hSFeqPehe7FtCNWuQ6Bsy,"['j-pop', 'j-rock']",64,https://open.spotify.com/embed/track/1YqVJ2YSgwxWpfuENocF2t,2020,30
221,STARTING OVER,Little Glee Monster,0.679,0.881,2.0,-3.239,1.0,0.0306,0.0106,1.37e-05,0.321,0.631,108.968,audio_features,https://open.spotify.com/track/58Wg7aIsmR9oX6pq1idWEy,58Wg7aIsmR9oX6pq1idWEy,spotify:track:58Wg7aIsmR9oX6pq1idWEy,https://api.spotify.com/v1/tracks/58Wg7aIsmR9oX6pq1idWEy,https://api.spotify.com/v1/audio-analysis/58Wg7aIsmR9oX6pq1idWEy,258480.0,4.0,https://open.spotify.com/artist/2N19kPGlqKY8GiyE4DkAtp,"['j-pop', 'j-pop girl group']",52,https://open.spotify.com/embed/track/58Wg7aIsmR9oX6pq1idWEy,2020,31
222,僕たちはひとつの光,μ's/高坂穂乃果 (CV.新田恵海)、南ことり (CV.内田 彩)、園田海未 (CV.三森すずこ),0.428,0.822,8.0,-4.43,1.0,0.0654,0.367,0.0,0.0857,0.519,173.99,audio_features,https://open.spotify.com/track/005NUwN5Mnre7uZ0KkQCaG,005NUwN5Mnre7uZ0KkQCaG,spotify:track:005NUwN5Mnre7uZ0KkQCaG,https://api.spotify.com/v1/tracks/005NUwN5Mnre7uZ0KkQCaG,https://api.spotify.com/v1/audio-analysis/005NUwN5Mnre7uZ0KkQCaG,295253.0,4.0,https://open.spotify.com/artist/20fuJCuCALR0PPoTRinPNm,[],0,https://open.spotify.com/embed/track/005NUwN5Mnre7uZ0KkQCaG,2020,32
223,OLA!!,YUZU,0.668,0.894,0.0,-3.542,1.0,0.0852,0.507,0.0,0.523,0.845,115.068,audio_features,https://open.spotify.com/track/5P9oB7xExAKtIlXd7eIfvF,5P9oB7xExAKtIlXd7eIfvF,spotify:track:5P9oB7xExAKtIlXd7eIfvF,https://api.spotify.com/v1/tracks/5P9oB7xExAKtIlXd7eIfvF,https://api.spotify.com/v1/audio-analysis/5P9oB7xExAKtIlXd7eIfvF,205333.0,4.0,https://open.spotify.com/artist/7lNFzeAXmSIKexINNgO6bu,"['j-acoustic', 'j-pop', 'j-poprock', 'j-rock']",55,https://open.spotify.com/embed/track/5P9oB7xExAKtIlXd7eIfvF,2020,33
224,シュガーソングとビターステップ,UNISON SQUARE GARDEN,0.626,0.89,6.0,-3.285,1.0,0.0536,0.00369,0.0,0.0839,0.849,131.997,audio_features,https://open.spotify.com/track/6uR92injo4PDzSrOPRFfHt,6uR92injo4PDzSrOPRFfHt,spotify:track:6uR92injo4PDzSrOPRFfHt,https://api.spotify.com/v1/tracks/6uR92injo4PDzSrOPRFfHt,https://api.spotify.com/v1/audio-analysis/6uR92injo4PDzSrOPRFfHt,253227.0,4.0,https://open.spotify.com/artist/449AEgfeOxqAuRn0uX6l3u,"['anime', 'j-pop', 'j-poprock', 'j-rock']",54,https://open.spotify.com/embed/track/6uR92injo4PDzSrOPRFfHt,2020,34
225,みんながみんな英雄 - フルバージョン,AI,0.655,0.773,3.0,-4.245,1.0,0.0405,0.464,0.0,0.106,0.681,117.004,audio_features,https://open.spotify.com/track/35tAhOGPDMMaZm6AyjGblV,35tAhOGPDMMaZm6AyjGblV,spotify:track:35tAhOGPDMMaZm6AyjGblV,https://api.spotify.com/v1/tracks/35tAhOGPDMMaZm6AyjGblV,https://api.spotify.com/v1/audio-analysis/35tAhOGPDMMaZm6AyjGblV,181600.0,4.0,https://open.spotify.com/artist/0aD7NQx7yauKlVDnqOxk6q,['j-pop'],51,https://open.spotify.com/embed/track/35tAhOGPDMMaZm6AyjGblV,2020,35
226,Hero,Namie Amuro,0.342,0.751,8.0,-4.011,1.0,0.0583,0.263,9.57e-05,0.0855,0.319,124.936,audio_features,https://open.spotify.com/track/4P4LF3swFiKHmNkCknPZE9,4P4LF3swFiKHmNkCknPZE9,spotify:track:4P4LF3swFiKHmNkCknPZE9,https://api.spotify.com/v1/tracks/4P4LF3swFiKHmNkCknPZE9,https://api.spotify.com/v1/audio-analysis/4P4LF3swFiKHmNkCknPZE9,337653.0,4.0,https://open.spotify.com/artist/4BmWSGKG6HiYvLuJvZ9afa,"['classic j-pop', 'j-pop', 'okinawan pop']",58,https://open.spotify.com/embed/track/4P4LF3swFiKHmNkCknPZE9,2020,36
227,I seek,ARASHI,0.646,0.934,8.0,-2.978,1.0,0.0677,0.261,0.0,0.101,0.865,130.923,audio_features,https://open.spotify.com/track/7ykJ3C7MZQlLQfw1gkoafE,7ykJ3C7MZQlLQfw1gkoafE,spotify:track:7ykJ3C7MZQlLQfw1gkoafE,https://api.spotify.com/v1/tracks/7ykJ3C7MZQlLQfw1gkoafE,https://api.spotify.com/v1/audio-analysis/7ykJ3C7MZQlLQfw1gkoafE,283241.0,4.0,https://open.spotify.com/artist/1XYuC1vxinTjHCNd5clB8C,['j-pop'],63,https://open.spotify.com/embed/track/7ykJ3C7MZQlLQfw1gkoafE,2020,37
228,花束を君に,Hikaru Utada,0.521,0.539,4.0,-7.667,1.0,0.029,0.538,0.0,0.307,0.358,81.979,audio_features,https://open.spotify.com/track/31yv1hR9gw1WSEmtqsaZbD,31yv1hR9gw1WSEmtqsaZbD,spotify:track:31yv1hR9gw1WSEmtqsaZbD,https://api.spotify.com/v1/tracks/31yv1hR9gw1WSEmtqsaZbD,https://api.spotify.com/v1/audio-analysis/31yv1hR9gw1WSEmtqsaZbD,278240.0,4.0,https://open.spotify.com/artist/7lbSsjYACZHn1MSDXPxNF2,"['anime', 'classic j-pop', 'j-pop', 'japanese singer-songwriter']",64,https://open.spotify.com/embed/track/31yv1hR9gw1WSEmtqsaZbD,2020,38
229,海の声,Taro Urashima,0.65,0.343,4.0,-5.658,1.0,0.0255,0.699,0.0,0.126,0.276,76.025,audio_features,https://open.spotify.com/track/6EjGsUuJmyxdHjKzGN8kPy,6EjGsUuJmyxdHjKzGN8kPy,spotify:track:6EjGsUuJmyxdHjKzGN8kPy,https://api.spotify.com/v1/tracks/6EjGsUuJmyxdHjKzGN8kPy,https://api.spotify.com/v1/audio-analysis/6EjGsUuJmyxdHjKzGN8kPy,227213.0,4.0,https://open.spotify.com/artist/5RSxs4Rb82wINvjv5KJ7JK,['okinawan pop'],35,https://open.spotify.com/embed/track/6EjGsUuJmyxdHjKzGN8kPy,2020,39
230,君はメロディー,AKB48,0.565,0.945,8.0,-3.126,1.0,0.0715,0.211,0.0,0.0883,0.663,134.939,audio_features,https://open.spotify.com/track/2H95JsPPB6ZmV0Ji1CTgQf,2H95JsPPB6ZmV0Ji1CTgQf,spotify:track:2H95JsPPB6ZmV0Ji1CTgQf,https://api.spotify.com/v1/tracks/2H95JsPPB6ZmV0Ji1CTgQf,https://api.spotify.com/v1/audio-analysis/2H95JsPPB6ZmV0Ji1CTgQf,285080.0,4.0,https://open.spotify.com/artist/01wau5CL3Z1vfJJWkzBkqg,"['48g', 'j-idol', 'j-pop', 'j-pop girl group']",54,https://open.spotify.com/embed/track/2H95JsPPB6ZmV0Ji1CTgQf,2020,40
231,蝶々結び,Aimer,0.51,0.5,7.0,-7.399,1.0,0.0356,0.402,0.0,0.0929,0.357,142.066,audio_features,https://open.spotify.com/track/4SZsTKrSPRfZIYcMSqsCMa,4SZsTKrSPRfZIYcMSqsCMa,spotify:track:4SZsTKrSPRfZIYcMSqsCMa,https://api.spotify.com/v1/tracks/4SZsTKrSPRfZIYcMSqsCMa,https://api.spotify.com/v1/audio-analysis/4SZsTKrSPRfZIYcMSqsCMa,305333.0,4.0,https://open.spotify.com/artist/0bAsR2unSRpn6BQPEnNlZm,"['anime', 'anime rock', 'j-pixie', 'j-pop', 'j-poprock']",67,https://open.spotify.com/embed/track/4SZsTKrSPRfZIYcMSqsCMa,2020,41
232,友よ ~ この先もずっと・・・,Ketsumeishi,0.621,0.891,0.0,-3.715,1.0,0.0415,0.037,0.0,0.218,0.642,127.018,audio_features,https://open.spotify.com/track/0vRb7yVwpYttC5XtIRKB0r,0vRb7yVwpYttC5XtIRKB0r,spotify:track:0vRb7yVwpYttC5XtIRKB0r,https://api.spotify.com/v1/tracks/0vRb7yVwpYttC5XtIRKB0r,https://api.spotify.com/v1/audio-analysis/0vRb7yVwpYttC5XtIRKB0r,315400.0,4.0,https://open.spotify.com/artist/4FyAgiZa3q0eeljDvcOXFh,['j-pop'],55,https://open.spotify.com/embed/track/0vRb7yVwpYttC5XtIRKB0r,2020,42
233,サイレントマジョリティー,Keyakizaka46,0.583,0.952,1.0,-2.491,1.0,0.0797,0.261,0.0,0.314,0.81,123.015,audio_features,https://open.spotify.com/track/07sSvnON76NcKWwh9wNsmy,07sSvnON76NcKWwh9wNsmy,spotify:track:07sSvnON76NcKWwh9wNsmy,https://api.spotify.com/v1/tracks/07sSvnON76NcKWwh9wNsmy,https://api.spotify.com/v1/audio-analysis/07sSvnON76NcKWwh9wNsmy,265827.0,4.0,https://open.spotify.com/artist/03E7w8NrBr4lNCK33TQyil,"['j-idol', 'j-pop', 'j-pop girl group']",51,https://open.spotify.com/embed/track/07sSvnON76NcKWwh9wNsmy,2020,43
234,未来,KOBUKURO,0.456,0.412,3.0,-6.73,1.0,0.027,0.817,0.0,0.286,0.308,147.94,audio_features,https://open.spotify.com/track/7M2ZtqHQWtrDW9oGodD6vm,7M2ZtqHQWtrDW9oGodD6vm,spotify:track:7M2ZtqHQWtrDW9oGodD6vm,https://api.spotify.com/v1/tracks/7M2ZtqHQWtrDW9oGodD6vm,https://api.spotify.com/v1/audio-analysis/7M2ZtqHQWtrDW9oGodD6vm,316000.0,4.0,https://open.spotify.com/artist/0llYwFIMgF9Jzmp4ZY7wbr,"['j-pop', 'j-poprock', 'j-rock']",52,https://open.spotify.com/embed/track/7M2ZtqHQWtrDW9oGodD6vm,2020,44
235,明日への手紙,Aoi Teshima,0.519,0.35,9.0,-8.42,1.0,0.0249,0.772,2.65e-05,0.0912,0.333,76.094,audio_features,https://open.spotify.com/track/2dUYxBbmtmNfanhSLbRcry,2dUYxBbmtmNfanhSLbRcry,spotify:track:2dUYxBbmtmNfanhSLbRcry,https://api.spotify.com/v1/tracks/2dUYxBbmtmNfanhSLbRcry,https://api.spotify.com/v1/audio-analysis/2dUYxBbmtmNfanhSLbRcry,291881.0,4.0,https://open.spotify.com/artist/4FrFdi2hHpulQOxDihRIQD,['j-acoustic'],49,https://open.spotify.com/embed/track/2dUYxBbmtmNfanhSLbRcry,2020,45
236,トライ・エヴリシング - Dream Ami version,Dream Ami,0.725,0.814,1.0,-4.061,1.0,0.0345,0.108,0.0,0.0828,0.486,115.534,audio_features,https://open.spotify.com/track/2go9RiZ4B69pvvF3TWs8E2,2go9RiZ4B69pvvF3TWs8E2,spotify:track:2go9RiZ4B69pvvF3TWs8E2,https://api.spotify.com/v1/tracks/2go9RiZ4B69pvvF3TWs8E2,https://api.spotify.com/v1/audio-analysis/2go9RiZ4B69pvvF3TWs8E2,198080.0,4.0,https://open.spotify.com/artist/6Oeb6i0acXNe1Q1MqqfkPX,[],33,https://open.spotify.com/embed/track/2go9RiZ4B69pvvF3TWs8E2,2020,46
237,FLASH,Perfume,0.516,0.907,10.0,-2.13,0.0,0.0641,0.00461,0.000198,0.32,0.487,128.023,audio_features,https://open.spotify.com/track/0iCOM7P9YJosI9G6mIvU3K,0iCOM7P9YJosI9G6mIvU3K,spotify:track:0iCOM7P9YJosI9G6mIvU3K,https://api.spotify.com/v1/tracks/0iCOM7P9YJosI9G6mIvU3K,https://api.spotify.com/v1/audio-analysis/0iCOM7P9YJosI9G6mIvU3K,277573.0,4.0,https://open.spotify.com/artist/2XMxWKPKCxoLkSdpCViCnr,"['bitpop', 'j-idol', 'j-pop', 'j-pop girl group', 'japanese electropop', 'shibuya-kei']",55,https://open.spotify.com/embed/track/0iCOM7P9YJosI9G6mIvU3K,2020,47
238,PERFECT HUMAN,RADIO FISH,0.514,0.949,3.0,-2.837,0.0,0.416,0.322,0.0,0.0653,0.181,128.041,audio_features,https://open.spotify.com/track/2wumcrWFjqTwWk8CGiOtDC,2wumcrWFjqTwWk8CGiOtDC,spotify:track:2wumcrWFjqTwWk8CGiOtDC,https://api.spotify.com/v1/tracks/2wumcrWFjqTwWk8CGiOtDC,https://api.spotify.com/v1/audio-analysis/2wumcrWFjqTwWk8CGiOtDC,174133.0,4.0,https://open.spotify.com/artist/4yeAONKBGVPSHkuBU4hDt6,['geinin song'],29,https://open.spotify.com/embed/track/2wumcrWFjqTwWk8CGiOtDC,2020,48
239,Wherever you are,ONE OK ROCK,0.379,0.69,4.0,-4.79,1.0,0.0549,0.0286,0.0,0.335,0.288,173.716,audio_features,https://open.spotify.com/track/7a7EIFzJLd7lcDRgThMQgm,7a7EIFzJLd7lcDRgThMQgm,spotify:track:7a7EIFzJLd7lcDRgThMQgm,https://api.spotify.com/v1/tracks/7a7EIFzJLd7lcDRgThMQgm,https://api.spotify.com/v1/audio-analysis/7a7EIFzJLd7lcDRgThMQgm,295600.0,4.0,https://open.spotify.com/artist/7k73EtZwoPs516ZxE72KsO,"['j-pop', 'j-rock', 'japanese emo', 'visual kei']",70,https://open.spotify.com/embed/track/7a7EIFzJLd7lcDRgThMQgm,2020,49
240,Just You and I,Namie Amuro,0.595,0.655,11.0,-4.817,1.0,0.0243,0.374,0.0,0.0483,0.519,88.033,audio_features,https://open.spotify.com/track/0OBqj2PbWYWWw3XanA7It8,0OBqj2PbWYWWw3XanA7It8,spotify:track:0OBqj2PbWYWWw3XanA7It8,https://api.spotify.com/v1/tracks/0OBqj2PbWYWWw3XanA7It8,https://api.spotify.com/v1/audio-analysis/0OBqj2PbWYWWw3XanA7It8,218840.0,4.0,https://open.spotify.com/artist/4BmWSGKG6HiYvLuJvZ9afa,"['classic j-pop', 'j-pop', 'okinawan pop']",58,https://open.spotify.com/embed/track/0OBqj2PbWYWWw3XanA7It8,2020,50
241,CQCQ,"Kami-sama, I have noticed",0.521,0.917,11.0,-2.615,0.0,0.0924,0.00682,0.0,0.315,0.711,143.911,audio_features,https://open.spotify.com/track/769M0ezv1bE1Mz1d4xP7gc,769M0ezv1bE1Mz1d4xP7gc,spotify:track:769M0ezv1bE1Mz1d4xP7gc,https://api.spotify.com/v1/tracks/769M0ezv1bE1Mz1d4xP7gc,https://api.spotify.com/v1/audio-analysis/769M0ezv1bE1Mz1d4xP7gc,219753.0,4.0,https://open.spotify.com/artist/19hnen14uXCUMoBAnTmrCp,"['anime rock', 'j-pixie']",37,https://open.spotify.com/embed/track/769M0ezv1bE1Mz1d4xP7gc,2020,51
242,若い広場,Keisuke Kuwata,0.461,0.639,2.0,-5.211,1.0,0.0318,0.607,0.0,0.122,0.696,119.709,audio_features,https://open.spotify.com/track/1FofXA5RRcxuFK6qaLyJAQ,1FofXA5RRcxuFK6qaLyJAQ,spotify:track:1FofXA5RRcxuFK6qaLyJAQ,https://api.spotify.com/v1/tracks/1FofXA5RRcxuFK6qaLyJAQ,https://api.spotify.com/v1/audio-analysis/1FofXA5RRcxuFK6qaLyJAQ,260427.0,4.0,https://open.spotify.com/artist/6YIqgghQqnkNne8BKQpW6v,['j-pop'],56,https://open.spotify.com/embed/track/1FofXA5RRcxuFK6qaLyJAQ,2020,52
243,不協和音,Keyakizaka46,0.604,0.854,0.0,-5.055,1.0,0.0321,0.00878,0.0,0.0851,0.857,119.9,audio_features,https://open.spotify.com/track/0b7XIioG3TWOOZpGWFGNKj,0b7XIioG3TWOOZpGWFGNKj,spotify:track:0b7XIioG3TWOOZpGWFGNKj,https://api.spotify.com/v1/tracks/0b7XIioG3TWOOZpGWFGNKj,https://api.spotify.com/v1/audio-analysis/0b7XIioG3TWOOZpGWFGNKj,249547.0,4.0,https://open.spotify.com/artist/03E7w8NrBr4lNCK33TQyil,"['j-idol', 'j-pop', 'j-pop girl group']",51,https://open.spotify.com/embed/track/0b7XIioG3TWOOZpGWFGNKj,2020,53
244,明日も,SHISHAMO,0.415,0.857,1.0,-1.696,1.0,0.048,0.0142,0.0,0.0772,0.663,178.919,audio_features,https://open.spotify.com/track/2GICOigS4ByugDisRegs3M,2GICOigS4ByugDisRegs3M,spotify:track:2GICOigS4ByugDisRegs3M,https://api.spotify.com/v1/tracks/2GICOigS4ByugDisRegs3M,https://api.spotify.com/v1/audio-analysis/2GICOigS4ByugDisRegs3M,369320.0,4.0,https://open.spotify.com/artist/6MGHit7sV38BhpChZYByFv,"['j-pop', 'j-rock', 'japanese alternative rock']",50,https://open.spotify.com/embed/track/2GICOigS4ByugDisRegs3M,2020,54
245,打上花火,Daoko,0.635,0.667,6.0,-5.392,1.0,0.0253,0.207,0.0,0.108,0.261,96.003,audio_features,https://open.spotify.com/track/7pcTLUekZJQnzDOUDuExVJ,7pcTLUekZJQnzDOUDuExVJ,spotify:track:7pcTLUekZJQnzDOUDuExVJ,https://api.spotify.com/v1/tracks/7pcTLUekZJQnzDOUDuExVJ,https://api.spotify.com/v1/audio-analysis/7pcTLUekZJQnzDOUDuExVJ,289335.0,4.0,https://open.spotify.com/artist/5Qeyh2XKoITt1mlEVtzazC,"['j-pixie', 'japanese electropop']",53,https://open.spotify.com/embed/track/7pcTLUekZJQnzDOUDuExVJ,2020,55
246,TT,TWICE,0.708,0.853,2.0,-4.398,1.0,0.0844,0.0525,0.000173,0.399,0.399,129.946,audio_features,https://open.spotify.com/track/7b6WvfgtlRNR8PmHfNhWl5,7b6WvfgtlRNR8PmHfNhWl5,spotify:track:7b6WvfgtlRNR8PmHfNhWl5,https://api.spotify.com/v1/tracks/7b6WvfgtlRNR8PmHfNhWl5,https://api.spotify.com/v1/audio-analysis/7b6WvfgtlRNR8PmHfNhWl5,212991.0,4.0,https://open.spotify.com/artist/7n2Ycct7Beij7Dj7meI4X0,"['k-pop', 'k-pop girl group']",80,https://open.spotify.com/embed/track/7b6WvfgtlRNR8PmHfNhWl5,2020,56
247,おとなの掟,Doughnuts Hole,0.717,0.335,1.0,-5.218,0.0,0.0382,0.494,0.0,0.174,0.48,85.915,audio_features,https://open.spotify.com/track/0bw6h2xufXqSeu0YQYFdjv,0bw6h2xufXqSeu0YQYFdjv,spotify:track:0bw6h2xufXqSeu0YQYFdjv,https://api.spotify.com/v1/tracks/0bw6h2xufXqSeu0YQYFdjv,https://api.spotify.com/v1/audio-analysis/0bw6h2xufXqSeu0YQYFdjv,206333.0,4.0,https://open.spotify.com/artist/5zbLosbBSia5befO1WUzVB,[],24,https://open.spotify.com/embed/track/0bw6h2xufXqSeu0YQYFdjv,2020,57
248,ハッピーエンド,back number,0.359,0.648,6.0,-3.36,0.0,0.0373,0.047,2.43e-06,0.16,0.336,78.308,audio_features,https://open.spotify.com/track/0ssEfLe9aqPhMmLXKqBw6J,0ssEfLe9aqPhMmLXKqBw6J,spotify:track:0ssEfLe9aqPhMmLXKqBw6J,https://api.spotify.com/v1/tracks/0ssEfLe9aqPhMmLXKqBw6J,https://api.spotify.com/v1/audio-analysis/0ssEfLe9aqPhMmLXKqBw6J,314147.0,4.0,https://open.spotify.com/artist/6rs1KAoQnFalSqSU4LTh8g,"['j-pop', 'j-rock']",70,https://open.spotify.com/embed/track/0ssEfLe9aqPhMmLXKqBw6J,2020,58
249,TOKYO GIRL - Remastered,Perfume,0.728,0.915,2.0,-3.13,1.0,0.0339,0.222,0.153,0.0831,0.659,127.97,audio_features,https://open.spotify.com/track/4GeM1lg9SDZXyBlPBlE62L,4GeM1lg9SDZXyBlPBlE62L,spotify:track:4GeM1lg9SDZXyBlPBlE62L,https://api.spotify.com/v1/tracks/4GeM1lg9SDZXyBlPBlE62L,https://api.spotify.com/v1/audio-analysis/4GeM1lg9SDZXyBlPBlE62L,267387.0,4.0,https://open.spotify.com/artist/2XMxWKPKCxoLkSdpCViCnr,"['bitpop', 'j-idol', 'j-pop', 'j-pop girl group', 'japanese electropop', 'shibuya-kei']",55,https://open.spotify.com/embed/track/4GeM1lg9SDZXyBlPBlE62L,2020,59
250,I need your love,Beverly,0.611,0.953,1.0,-2.432,1.0,0.0337,0.218,0.00166,0.312,0.432,99.948,audio_features,https://open.spotify.com/track/55JAnTsw92QsLTSmpVMpwX,55JAnTsw92QsLTSmpVMpwX,spotify:track:55JAnTsw92QsLTSmpVMpwX,https://api.spotify.com/v1/tracks/55JAnTsw92QsLTSmpVMpwX,https://api.spotify.com/v1/audio-analysis/55JAnTsw92QsLTSmpVMpwX,281667.0,4.0,https://open.spotify.com/artist/5AJRsYTgSVuUTT2SbhLLxu,[],38,https://open.spotify.com/embed/track/55JAnTsw92QsLTSmpVMpwX,2020,60
251,Family Song,Gen Hoshino,0.532,0.714,7.0,-4.556,1.0,0.0372,0.0618,0.0,0.346,0.766,165.849,audio_features,https://open.spotify.com/track/6XzDz5r1bGMkcOKeXQwTqM,6XzDz5r1bGMkcOKeXQwTqM,spotify:track:6XzDz5r1bGMkcOKeXQwTqM,https://api.spotify.com/v1/tracks/6XzDz5r1bGMkcOKeXQwTqM,https://api.spotify.com/v1/audio-analysis/6XzDz5r1bGMkcOKeXQwTqM,324000.0,4.0,https://open.spotify.com/artist/1S2S00lgLYLGHWA44qGEUs,"['j-acoustic', 'j-pop', 'japanese singer-songwriter']",63,https://open.spotify.com/embed/track/6XzDz5r1bGMkcOKeXQwTqM,2020,61
252,EXCITE,Daichi Miura,0.703,0.926,1.0,-3.959,0.0,0.0814,0.1,0.0,0.353,0.68,151.1,audio_features,https://open.spotify.com/track/5X5dZALmQKMV4p8pm9V1FP,5X5dZALmQKMV4p8pm9V1FP,spotify:track:5X5dZALmQKMV4p8pm9V1FP,https://api.spotify.com/v1/tracks/5X5dZALmQKMV4p8pm9V1FP,https://api.spotify.com/v1/audio-analysis/5X5dZALmQKMV4p8pm9V1FP,186720.0,3.0,https://open.spotify.com/artist/4UTEZqrPqLDOhBfraPNciJ,"['j-pop', 'japanese singer-songwriter', 'okinawan pop']",50,https://open.spotify.com/embed/track/5X5dZALmQKMV4p8pm9V1FP,2020,62
253,HANABI,Mr.Children,0.638,0.766,1.0,-5.541,1.0,0.0268,0.156,0.0,0.124,0.595,112.0,audio_features,https://open.spotify.com/track/77lmDcPPyY6kK907gdgC6i,77lmDcPPyY6kK907gdgC6i,spotify:track:77lmDcPPyY6kK907gdgC6i,https://api.spotify.com/v1/tracks/77lmDcPPyY6kK907gdgC6i,https://api.spotify.com/v1/audio-analysis/77lmDcPPyY6kK907gdgC6i,342773.0,4.0,https://open.spotify.com/artist/1qma7XhwZotCAucL7NHVLY,"['classic j-pop', 'j-pop', 'j-rock']",63,https://open.spotify.com/embed/track/77lmDcPPyY6kK907gdgC6i,2020,63
254,Catch the Moment,LiSA,0.401,0.978,7.0,-1.875,1.0,0.147,0.0578,1.87e-06,0.331,0.446,190.083,audio_features,https://open.spotify.com/track/2QHD7jGQzeNVaKUm7t0B1I,2QHD7jGQzeNVaKUm7t0B1I,spotify:track:2QHD7jGQzeNVaKUm7t0B1I,https://api.spotify.com/v1/tracks/2QHD7jGQzeNVaKUm7t0B1I,https://api.spotify.com/v1/audio-analysis/2QHD7jGQzeNVaKUm7t0B1I,282627.0,4.0,https://open.spotify.com/artist/0blbVefuxOGltDBa00dspv,"['anime', 'anime rock', 'j-pixie']",66,https://open.spotify.com/embed/track/2QHD7jGQzeNVaKUm7t0B1I,2020,64
