,tracks,artist,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,url,track_id,uri,track_href,analysis_url,duration_ms,time_signature,artist_url,genres,popularity,track_url,created_year,rank
788,白いカイト,My Little Lover,0.524,0.783,1.0,-5.139,1.0,0.0275,0.0208,1.94e-06,0.148,0.519,99.733,audio_features,https://open.spotify.com/track/1ahJqSSxvm65nImpcyceVd,1ahJqSSxvm65nImpcyceVd,spotify:track:1ahJqSSxvm65nImpcyceVd,https://api.spotify.com/v1/tracks/1ahJqSSxvm65nImpcyceVd,https://api.spotify.com/v1/audio-analysis/1ahJqSSxvm65nImpcyceVd,299640.0,4.0,https://open.spotify.com/artist/3v8Gnj6Kvl1fShyGgacgu1,"['classic j-pop', 'j-pop', 'j-poprock', 'j-rock']",44,https://open.spotify.com/embed/track/1ahJqSSxvm65nImpcyceVd,1990,60
789,KISSして,Ko Shibasaki,0.248,0.933,5.0,-2.862,1.0,0.0884,0.0164,0.0,0.253,0.602,83.589,audio_features,https://open.spotify.com/track/38p2mfgTZpbHbGGkZaphcm,38p2mfgTZpbHbGGkZaphcm,spotify:track:38p2mfgTZpbHbGGkZaphcm,https://api.spotify.com/v1/tracks/38p2mfgTZpbHbGGkZaphcm,https://api.spotify.com/v1/audio-analysis/38p2mfgTZpbHbGGkZaphcm,248693.0,4.0,https://open.spotify.com/artist/5YixSA79eNkVmTq8xzRYF7,['j-pop'],43,https://open.spotify.com/embed/track/38p2mfgTZpbHbGGkZaphcm,2000,39
790,TRUE LOVE・藤井フミヤ,Various Artists,0.669,0.343,1.0,-11.897,1.0,0.0263,0.00645,0.00751,0.0915,0.135,101.871,audio_features,https://open.spotify.com/track/4ZNw25qlk1dgXyA1qbxE4M,4ZNw25qlk1dgXyA1qbxE4M,spotify:track:4ZNw25qlk1dgXyA1qbxE4M,https://api.spotify.com/v1/tracks/4ZNw25qlk1dgXyA1qbxE4M,https://api.spotify.com/v1/audio-analysis/4ZNw25qlk1dgXyA1qbxE4M,231947.0,4.0,https://open.spotify.com/artist/0LyfQWJT6nXafLPZqxe9Of,[],0,https://open.spotify.com/embed/track/4ZNw25qlk1dgXyA1qbxE4M,1990,61
791,遥か,GReeeeN,0.512,0.436,2.0,-5.304,1.0,0.0243,0.227,0.0,0.246,0.352,84.014,audio_features,https://open.spotify.com/track/1zB3qkVkWejyd6dUSu3bs2,1zB3qkVkWejyd6dUSu3bs2,spotify:track:1zB3qkVkWejyd6dUSu3bs2,https://api.spotify.com/v1/tracks/1zB3qkVkWejyd6dUSu3bs2,https://api.spotify.com/v1/audio-analysis/1zB3qkVkWejyd6dUSu3bs2,313093.0,4.0,https://open.spotify.com/artist/14T8NkbwXVZgbOvwnuGV89,"['j-pop', 'j-pop boy group', 'j-poprock', 'j-rock']",59,https://open.spotify.com/embed/track/1zB3qkVkWejyd6dUSu3bs2,2000,40
792,明日、春が来たら,Takako Matsu,0.644,0.723,11.0,-9.193,0.0,0.0264,0.139,4.46e-06,0.135,0.341,109.587,audio_features,https://open.spotify.com/track/0Mkrvo2quCx48jLgWxegx8,0Mkrvo2quCx48jLgWxegx8,spotify:track:0Mkrvo2quCx48jLgWxegx8,https://api.spotify.com/v1/tracks/0Mkrvo2quCx48jLgWxegx8,https://api.spotify.com/v1/audio-analysis/0Mkrvo2quCx48jLgWxegx8,262733.0,4.0,https://open.spotify.com/artist/1UDGHCGnWyikwidtaymNpz,['classic j-pop'],45,https://open.spotify.com/embed/track/0Mkrvo2quCx48jLgWxegx8,1990,62
793,Alright!!,Superfly,0.376,0.947,10.0,-1.013,0.0,0.0672,0.00378,2.32e-05,0.0836,0.244,141.925,audio_features,https://open.spotify.com/track/7kPYs87SbciVPYtzQGpx9a,7kPYs87SbciVPYtzQGpx9a,spotify:track:7kPYs87SbciVPYtzQGpx9a,https://api.spotify.com/v1/tracks/7kPYs87SbciVPYtzQGpx9a,https://api.spotify.com/v1/audio-analysis/7kPYs87SbciVPYtzQGpx9a,257733.0,4.0,https://open.spotify.com/artist/5M8AXrOifBT8elkLKbGPQZ,"['j-pop', 'j-poprock', 'j-rock']",53,https://open.spotify.com/embed/track/7kPYs87SbciVPYtzQGpx9a,2000,41
794,EZ DO DANCE,TRF,0.548,0.979,9.0,-4.463,1.0,0.0752,0.000138,6.2e-05,0.236,0.626,139.995,audio_features,https://open.spotify.com/track/5kPR8N56it5Bxtx325MB4M,5kPR8N56it5Bxtx325MB4M,spotify:track:5kPR8N56it5Bxtx325MB4M,https://api.spotify.com/v1/tracks/5kPR8N56it5Bxtx325MB4M,https://api.spotify.com/v1/audio-analysis/5kPR8N56it5Bxtx325MB4M,267560.0,4.0,https://open.spotify.com/artist/74UwkYjA5WAPyrTYFO3mW9,"['classic j-pop', 'j-pop', 'j-poprock']",43,https://open.spotify.com/embed/track/5kPR8N56it5Bxtx325MB4M,1990,63
795,行くぜっ!怪盗少女,Momoiro Clover Z,0.557,0.988,4.0,-3.734,0.0,0.307,0.0385,0.00601,0.367,0.587,159.901,audio_features,https://open.spotify.com/track/7H6LXMHH7EFesfQxeBHafZ,7H6LXMHH7EFesfQxeBHafZ,spotify:track:7H6LXMHH7EFesfQxeBHafZ,https://api.spotify.com/v1/tracks/7H6LXMHH7EFesfQxeBHafZ,https://api.spotify.com/v1/audio-analysis/7H6LXMHH7EFesfQxeBHafZ,226133.0,4.0,https://open.spotify.com/artist/3Zl0EsuYV23OgNw6WqGelN,"['denpa-kei', 'idol rock', 'j-idol', 'j-pop', 'j-pop girl group']",47,https://open.spotify.com/embed/track/7H6LXMHH7EFesfQxeBHafZ,2000,42
796,MajiでKoiする5秒前,Ryoko Hirosue,0.694,0.912,0.0,-3.619,1.0,0.0297,0.073,0.0,0.0406,0.793,103.966,audio_features,https://open.spotify.com/track/07VPMBxEAw8opd21Voa6Rv,07VPMBxEAw8opd21Voa6Rv,spotify:track:07VPMBxEAw8opd21Voa6Rv,https://api.spotify.com/v1/tracks/07VPMBxEAw8opd21Voa6Rv,https://api.spotify.com/v1/audio-analysis/07VPMBxEAw8opd21Voa6Rv,265027.0,4.0,https://open.spotify.com/artist/3Mq2pWAg9g0MGi7Hv50B0f,"['classic j-pop', 'techno kayo']",33,https://open.spotify.com/embed/track/07VPMBxEAw8opd21Voa6Rv,1990,64
797,最愛,Ko Shibasaki,0.575,0.446,3.0,-5.759,1.0,0.0302,0.807,0.0,0.197,0.387,75.507,audio_features,https://open.spotify.com/track/3267vqJZZDNKWrobu5fVJO,3267vqJZZDNKWrobu5fVJO,spotify:track:3267vqJZZDNKWrobu5fVJO,https://api.spotify.com/v1/tracks/3267vqJZZDNKWrobu5fVJO,https://api.spotify.com/v1/audio-analysis/3267vqJZZDNKWrobu5fVJO,319387.0,4.0,https://open.spotify.com/artist/5YixSA79eNkVmTq8xzRYF7,['j-pop'],43,https://open.spotify.com/embed/track/3267vqJZZDNKWrobu5fVJO,2000,43
798,TRUE LOVE,Fumiya Fujii,0.668,0.355,1.0,-11.32,1.0,0.0254,0.00578,0.0137,0.0983,0.153,101.833,audio_features,https://open.spotify.com/track/0fF6StCPuAyFnENfLcWtiz,0fF6StCPuAyFnENfLcWtiz,spotify:track:0fF6StCPuAyFnENfLcWtiz,https://api.spotify.com/v1/tracks/0fF6StCPuAyFnENfLcWtiz,https://api.spotify.com/v1/audio-analysis/0fF6StCPuAyFnENfLcWtiz,230398.0,4.0,https://open.spotify.com/artist/5uDMiTt5fxXmUyPS5HPwvS,['classic city pop'],39,https://open.spotify.com/embed/track/0fF6StCPuAyFnENfLcWtiz,1990,65
799,やさしいキスをして,DREAMS COME TRUE,0.515,0.702,7.0,-3.693,0.0,0.0273,0.221,3.3e-06,0.125,0.234,83.945,audio_features,https://open.spotify.com/track/6Spr8Ow0Cs2DQAr7dpdEBF,6Spr8Ow0Cs2DQAr7dpdEBF,spotify:track:6Spr8Ow0Cs2DQAr7dpdEBF,https://api.spotify.com/v1/tracks/6Spr8Ow0Cs2DQAr7dpdEBF,https://api.spotify.com/v1/audio-analysis/6Spr8Ow0Cs2DQAr7dpdEBF,230800.0,4.0,https://open.spotify.com/artist/2mJOGcLR3aCHkM1uAF93or,"['classic j-pop', 'j-pop', 'j-rock']",57,https://open.spotify.com/embed/track/6Spr8Ow0Cs2DQAr7dpdEBF,2000,44
800,接吻 - Single Version,Original Love,0.599,0.809,4.0,-7.588,0.0,0.0494,0.15,2.88e-06,0.0607,0.643,96.029,audio_features,https://open.spotify.com/track/4xFN8vjN4QSZ9EtMQjplpc,4xFN8vjN4QSZ9EtMQjplpc,spotify:track:4xFN8vjN4QSZ9EtMQjplpc,https://api.spotify.com/v1/tracks/4xFN8vjN4QSZ9EtMQjplpc,https://api.spotify.com/v1/audio-analysis/4xFN8vjN4QSZ9EtMQjplpc,301360.0,4.0,https://open.spotify.com/artist/76QaFuQNldIJkAkDmaMAck,"['j-rock', 'japanese r&b', 'shibuya-kei']",45,https://open.spotify.com/embed/track/4xFN8vjN4QSZ9EtMQjplpc,1990,66
801,未来予想図II,Ms.OOJA,0.498,0.299,6.0,-7.406,1.0,0.0293,0.67,0.0,0.104,0.312,151.597,audio_features,https://open.spotify.com/track/0lkjDXXESfrklt7otCkDkf,0lkjDXXESfrklt7otCkDkf,spotify:track:0lkjDXXESfrklt7otCkDkf,https://api.spotify.com/v1/tracks/0lkjDXXESfrklt7otCkDkf,https://api.spotify.com/v1/audio-analysis/0lkjDXXESfrklt7otCkDkf,353240.0,4.0,https://open.spotify.com/artist/4mQxvrtY2MbDuUXAhMg5pp,['j-pop'],49,https://open.spotify.com/embed/track/0lkjDXXESfrklt7otCkDkf,2000,45
802,バンザイ ~好きでよかった~,Ulfuls,0.462,0.952,7.0,-3.666,1.0,0.113,0.269,1.13e-05,0.326,0.747,185.574,audio_features,https://open.spotify.com/track/4f0II2oFQupDKcA7khBXaN,4f0II2oFQupDKcA7khBXaN,spotify:track:4f0II2oFQupDKcA7khBXaN,https://api.spotify.com/v1/tracks/4f0II2oFQupDKcA7khBXaN,https://api.spotify.com/v1/audio-analysis/4f0II2oFQupDKcA7khBXaN,277440.0,4.0,https://open.spotify.com/artist/6e9Wgn2800cCQcM0b4cNwt,"['classic j-pop', 'j-pop', 'j-poprock', 'j-rock', 'japanese blues']",48,https://open.spotify.com/embed/track/4f0II2oFQupDKcA7khBXaN,1990,67
803,YUME日和,Hitomi Shimatani,0.556,0.893,10.0,-4.194,0.0,0.0331,0.0731,0.0,0.143,0.573,91.984,audio_features,https://open.spotify.com/track/78tE9IdvgaY0GA99p4qXy8,78tE9IdvgaY0GA99p4qXy8,spotify:track:78tE9IdvgaY0GA99p4qXy8,https://api.spotify.com/v1/tracks/78tE9IdvgaY0GA99p4qXy8,https://api.spotify.com/v1/audio-analysis/78tE9IdvgaY0GA99p4qXy8,243767.0,4.0,https://open.spotify.com/artist/34eavfJpWV3DnvwqOmml18,"['anime', 'j-idol', 'j-pop']",41,https://open.spotify.com/embed/track/78tE9IdvgaY0GA99p4qXy8,2000,46
804,夏祭り,Whiteberry,0.509,0.789,5.0,-3.943,0.0,0.0461,0.0419,0.0,0.28,0.649,141.001,audio_features,https://open.spotify.com/track/5kzQV5uko491O4MoXA5YAf,5kzQV5uko491O4MoXA5YAf,spotify:track:5kzQV5uko491O4MoXA5YAf,https://api.spotify.com/v1/tracks/5kzQV5uko491O4MoXA5YAf,https://api.spotify.com/v1/audio-analysis/5kzQV5uko491O4MoXA5YAf,222800.0,4.0,https://open.spotify.com/artist/76oZZyUq2OsR4uvuZVYdPn,"['hokkaido indie', 'j-poprock']",35,https://open.spotify.com/embed/track/5kzQV5uko491O4MoXA5YAf,1990,68
805,もらい泣き,Yo Hitoto,0.674,0.777,7.0,-4.886,0.0,0.0472,0.266,0.0,0.112,0.716,89.999,audio_features,https://open.spotify.com/track/4CJqWuSLXclenqRcmFvQsI,4CJqWuSLXclenqRcmFvQsI,spotify:track:4CJqWuSLXclenqRcmFvQsI,https://api.spotify.com/v1/tracks/4CJqWuSLXclenqRcmFvQsI,https://api.spotify.com/v1/audio-analysis/4CJqWuSLXclenqRcmFvQsI,279933.0,4.0,https://open.spotify.com/artist/5sm4rWbXSE6K8MdyTIZg7q,"['j-pop', 'japanese singer-songwriter']",43,https://open.spotify.com/embed/track/4CJqWuSLXclenqRcmFvQsI,2000,47
806,今宵の月のように,Elephant Kashimashi,0.576,0.632,7.0,-8.226,1.0,0.0335,0.0945,0.0,0.333,0.577,116.01,audio_features,https://open.spotify.com/track/0wMfMGp7nz7JMNw7tei9f5,0wMfMGp7nz7JMNw7tei9f5,spotify:track:0wMfMGp7nz7JMNw7tei9f5,https://api.spotify.com/v1/tracks/0wMfMGp7nz7JMNw7tei9f5,https://api.spotify.com/v1/audio-analysis/0wMfMGp7nz7JMNw7tei9f5,252707.0,4.0,https://open.spotify.com/artist/24ljrnVUlUZ2apxF6GZsrm,"['classic j-rock', 'j-pop', 'j-rock']",47,https://open.spotify.com/embed/track/0wMfMGp7nz7JMNw7tei9f5,1990,69
807,My SunShine,ROCK'A'TRENCH,0.508,0.935,9.0,-2.942,1.0,0.0806,0.0038,0.0,0.299,0.754,144.988,audio_features,https://open.spotify.com/track/5AplfXQJgaj3lsGj1ShWAW,5AplfXQJgaj3lsGj1ShWAW,spotify:track:5AplfXQJgaj3lsGj1ShWAW,https://api.spotify.com/v1/tracks/5AplfXQJgaj3lsGj1ShWAW,https://api.spotify.com/v1/audio-analysis/5AplfXQJgaj3lsGj1ShWAW,267707.0,4.0,https://open.spotify.com/artist/1kWzWCT81LMI1c5FpWPc4u,[],33,https://open.spotify.com/embed/track/5AplfXQJgaj3lsGj1ShWAW,2000,48
808,DA.YO.NE,EAST END + YURI,0.836,0.692,1.0,-9.204,1.0,0.123,0.0536,0.00371,0.333,0.922,108.022,audio_features,https://open.spotify.com/track/4giYYnKJ3GzdGJ6z3ftJnh,4giYYnKJ3GzdGJ6z3ftJnh,spotify:track:4giYYnKJ3GzdGJ6z3ftJnh,https://api.spotify.com/v1/tracks/4giYYnKJ3GzdGJ6z3ftJnh,https://api.spotify.com/v1/audio-analysis/4giYYnKJ3GzdGJ6z3ftJnh,282067.0,4.0,https://open.spotify.com/artist/71EmotJOJ0wn0OugiJb6Zq,['japanese old school hip hop'],10,https://open.spotify.com/embed/track/4giYYnKJ3GzdGJ6z3ftJnh,1990,70
809,手をたたけ,NICO Touches the Walls,0.446,0.85,9.0,-3.331,1.0,0.0533,0.00359,0.0,0.375,0.646,153.928,audio_features,https://open.spotify.com/track/3KxZQZcYNhTcbFMl4BV7Sr,3KxZQZcYNhTcbFMl4BV7Sr,spotify:track:3KxZQZcYNhTcbFMl4BV7Sr,https://api.spotify.com/v1/tracks/3KxZQZcYNhTcbFMl4BV7Sr,https://api.spotify.com/v1/audio-analysis/3KxZQZcYNhTcbFMl4BV7Sr,258413.0,4.0,https://open.spotify.com/artist/16FpDRuy5xMHpuLYZV0Hkt,"['anime', 'j-pop', 'j-poprock', 'j-rock']",49,https://open.spotify.com/embed/track/3KxZQZcYNhTcbFMl4BV7Sr,2000,49
810,"Hello,Again〜昔からある場所〜",My Little Lover,0.535,0.712,1.0,-6.662,0.0,0.0247,0.00447,0.00143,0.252,0.467,99.111,audio_features,https://open.spotify.com/track/6fVWGm563wA8TfICHWiKfy,6fVWGm563wA8TfICHWiKfy,spotify:track:6fVWGm563wA8TfICHWiKfy,https://api.spotify.com/v1/tracks/6fVWGm563wA8TfICHWiKfy,https://api.spotify.com/v1/audio-analysis/6fVWGm563wA8TfICHWiKfy,308840.0,4.0,https://open.spotify.com/artist/3v8Gnj6Kvl1fShyGgacgu1,"['classic j-pop', 'j-pop', 'j-poprock', 'j-rock']",44,https://open.spotify.com/embed/track/6fVWGm563wA8TfICHWiKfy,1990,71
811,銀河鉄道999 - EXILE CATCHY BEST,EXILE,0.623,0.9,8.0,-6.601,1.0,0.0582,0.000147,0.000185,0.107,0.705,130.96,audio_features,https://open.spotify.com/track/5BnUsu7JzV5nH3udqqPbLY,5BnUsu7JzV5nH3udqqPbLY,spotify:track:5BnUsu7JzV5nH3udqqPbLY,https://api.spotify.com/v1/tracks/5BnUsu7JzV5nH3udqqPbLY,https://api.spotify.com/v1/audio-analysis/5BnUsu7JzV5nH3udqqPbLY,266347.0,4.0,https://open.spotify.com/artist/6zGmypGQUBXD4ZC9EbfMme,"['j-pop', 'j-pop boy group']",56,https://open.spotify.com/embed/track/5BnUsu7JzV5nH3udqqPbLY,2000,50
812,どんなときも。,Noriyuki Makihara,0.691,0.809,6.0,-7.417,1.0,0.0291,0.344,0.000479,0.0893,0.915,123.827,audio_features,https://open.spotify.com/track/4feDzcxtXRU8clyOluco5Y,4feDzcxtXRU8clyOluco5Y,spotify:track:4feDzcxtXRU8clyOluco5Y,https://api.spotify.com/v1/tracks/4feDzcxtXRU8clyOluco5Y,https://api.spotify.com/v1/audio-analysis/4feDzcxtXRU8clyOluco5Y,304507.0,4.0,https://open.spotify.com/artist/3vVDusnDA0LcPH3NvZpoyM,"['classic j-pop', 'j-pop', 'j-rock', 'japanese singer-songwriter']",52,https://open.spotify.com/embed/track/4feDzcxtXRU8clyOluco5Y,1990,72
813,曇天,DOES,0.207,0.983,2.0,-2.355,0.0,0.0643,0.00011,0.1,0.315,0.436,188.785,audio_features,https://open.spotify.com/track/6FQkqzgZwP6oL2UEyC8GbS,6FQkqzgZwP6oL2UEyC8GbS,spotify:track:6FQkqzgZwP6oL2UEyC8GbS,https://api.spotify.com/v1/tracks/6FQkqzgZwP6oL2UEyC8GbS,https://api.spotify.com/v1/audio-analysis/6FQkqzgZwP6oL2UEyC8GbS,190440.0,4.0,https://open.spotify.com/artist/2zwGPEFviyaICCDiAWxLjy,"['anime rock', 'j-pop', 'j-poprock', 'j-rock']",45,https://open.spotify.com/embed/track/6FQkqzgZwP6oL2UEyC8GbS,2000,51
814,innocent world,Mr.Children,0.62,0.55,4.0,-9.418,1.0,0.0273,0.316,0.0,0.344,0.634,119.923,audio_features,https://open.spotify.com/track/2pI6Avig0HNZGsZ777MKXM,2pI6Avig0HNZGsZ777MKXM,spotify:track:2pI6Avig0HNZGsZ777MKXM,https://api.spotify.com/v1/tracks/2pI6Avig0HNZGsZ777MKXM,https://api.spotify.com/v1/audio-analysis/2pI6Avig0HNZGsZ777MKXM,345267.0,4.0,https://open.spotify.com/artist/1qma7XhwZotCAucL7NHVLY,"['classic j-pop', 'j-pop', 'j-rock']",63,https://open.spotify.com/embed/track/2pI6Avig0HNZGsZ777MKXM,1990,73
815,さらば碧き面影,Road Of Major,0.35,0.871,4.0,-3.412,0.0,0.0904,0.192,0.0,0.455,0.473,142.475,audio_features,https://open.spotify.com/track/2nV0MhpbJQU7JoL0GtMbmM,2nV0MhpbJQU7JoL0GtMbmM,spotify:track:2nV0MhpbJQU7JoL0GtMbmM,https://api.spotify.com/v1/tracks/2nV0MhpbJQU7JoL0GtMbmM,https://api.spotify.com/v1/audio-analysis/2nV0MhpbJQU7JoL0GtMbmM,219510.0,3.0,https://open.spotify.com/artist/5m0p1hLwjTBVYdgUyQaNaQ,"['j-pop', 'j-poprock', 'j-rock']",44,https://open.spotify.com/embed/track/2nV0MhpbJQU7JoL0GtMbmM,2000,52
816,碧いうさぎ,Noriko Sakai,0.702,0.7,0.0,-7.298,0.0,0.0275,0.63,5.16e-05,0.232,0.499,105.08,audio_features,https://open.spotify.com/track/15iMS4WkGPovZ5pU7sPoRY,15iMS4WkGPovZ5pU7sPoRY,spotify:track:15iMS4WkGPovZ5pU7sPoRY,https://api.spotify.com/v1/tracks/15iMS4WkGPovZ5pU7sPoRY,https://api.spotify.com/v1/audio-analysis/15iMS4WkGPovZ5pU7sPoRY,227000.0,4.0,https://open.spotify.com/artist/5O6fCwFxAOAEOtW0FCXNEd,"['classic city pop', 'idol kayo']",34,https://open.spotify.com/embed/track/15iMS4WkGPovZ5pU7sPoRY,1990,74
817,PLAY THE GAME,Road Of Major,0.393,0.74,11.0,-4.417,1.0,0.0383,0.000576,0.0,0.25,0.45,160.022,audio_features,https://open.spotify.com/track/0BlTgFTOaoqQw7UQmFxJPY,0BlTgFTOaoqQw7UQmFxJPY,spotify:track:0BlTgFTOaoqQw7UQmFxJPY,https://api.spotify.com/v1/tracks/0BlTgFTOaoqQw7UQmFxJPY,https://api.spotify.com/v1/audio-analysis/0BlTgFTOaoqQw7UQmFxJPY,248825.0,4.0,https://open.spotify.com/artist/5m0p1hLwjTBVYdgUyQaNaQ,"['j-pop', 'j-poprock', 'j-rock']",44,https://open.spotify.com/embed/track/0BlTgFTOaoqQw7UQmFxJPY,2000,53
818,あなたに逢いたくて~Missing You~,Seiko Matsuda,0.493,0.389,6.0,-10.042,1.0,0.0276,0.352,0.0,0.092,0.114,137.871,audio_features,https://open.spotify.com/track/5XRyz5xa6nl5g5FzOCd6WV,5XRyz5xa6nl5g5FzOCd6WV,spotify:track:5XRyz5xa6nl5g5FzOCd6WV,https://api.spotify.com/v1/tracks/5XRyz5xa6nl5g5FzOCd6WV,https://api.spotify.com/v1/audio-analysis/5XRyz5xa6nl5g5FzOCd6WV,330973.0,4.0,https://open.spotify.com/artist/3E5NLQpQbd0eJ18XO9zC0h,"['idol kayo', 'j-pop', 'japanese singer-songwriter', 'kayokyoku', 'techno kayo']",51,https://open.spotify.com/embed/track/5XRyz5xa6nl5g5FzOCd6WV,1990,75
819,ウィーアー! for the new world,Hiroshi Kitadani,0.412,0.948,8.0,-2.797,1.0,0.102,0.0344,0.0,0.0582,0.51,167.893,audio_features,https://open.spotify.com/track/1QpkD0qIOHfvFH5vUzkek7,1QpkD0qIOHfvFH5vUzkek7,spotify:track:1QpkD0qIOHfvFH5vUzkek7,https://api.spotify.com/v1/tracks/1QpkD0qIOHfvFH5vUzkek7,https://api.spotify.com/v1/audio-analysis/1QpkD0qIOHfvFH5vUzkek7,239333.0,4.0,https://open.spotify.com/artist/4AJU1RjcIcPXJ29eoV5Jop,[],46,https://open.spotify.com/embed/track/1QpkD0qIOHfvFH5vUzkek7,2000,54
820,ひだまりの詩・Le Couple,Various Artists,0.618,0.265,8.0,-11.398,1.0,0.0264,0.485,0.0,0.0962,0.278,89.999,audio_features,https://open.spotify.com/track/6dxqhZ6kPqbhZ7osqB8BkJ,6dxqhZ6kPqbhZ7osqB8BkJ,spotify:track:6dxqhZ6kPqbhZ7osqB8BkJ,https://api.spotify.com/v1/tracks/6dxqhZ6kPqbhZ7osqB8BkJ,https://api.spotify.com/v1/audio-analysis/6dxqhZ6kPqbhZ7osqB8BkJ,251053.0,4.0,https://open.spotify.com/artist/0LyfQWJT6nXafLPZqxe9Of,[],0,https://open.spotify.com/embed/track/6dxqhZ6kPqbhZ7osqB8BkJ,1990,76
821,Brand New World,D-51,0.568,0.98,1.0,-4.368,1.0,0.151,0.00131,1.4e-06,0.436,0.65,160.1,audio_features,https://open.spotify.com/track/5Nmxg7e9L4rlOViJUZV1LB,5Nmxg7e9L4rlOViJUZV1LB,spotify:track:5Nmxg7e9L4rlOViJUZV1LB,https://api.spotify.com/v1/tracks/5Nmxg7e9L4rlOViJUZV1LB,https://api.spotify.com/v1/audio-analysis/5Nmxg7e9L4rlOViJUZV1LB,258440.0,4.0,https://open.spotify.com/artist/5uisl58N23dXm8fGfbLF8m,"['j-poprock', 'okinawan pop']",44,https://open.spotify.com/embed/track/5Nmxg7e9L4rlOViJUZV1LB,2000,55
822,長い間,Kiroro,0.562,0.517,5.0,-6.829,1.0,0.0289,0.816,0.0,0.0977,0.355,122.942,audio_features,https://open.spotify.com/track/5kfsa8umNApDtGrVG8uHeI,5kfsa8umNApDtGrVG8uHeI,spotify:track:5kfsa8umNApDtGrVG8uHeI,https://api.spotify.com/v1/tracks/5kfsa8umNApDtGrVG8uHeI,https://api.spotify.com/v1/audio-analysis/5kfsa8umNApDtGrVG8uHeI,280787.0,4.0,https://open.spotify.com/artist/279R7zEl7kwZxoMw18Pr9R,"['j-pop', 'j-poprock', 'okinawan pop']",44,https://open.spotify.com/embed/track/5kfsa8umNApDtGrVG8uHeI,1990,77
823,One day,The ROOTLESS,0.331,0.872,11.0,-2.371,1.0,0.0339,4.79e-06,0.0,0.0978,0.253,178.019,audio_features,https://open.spotify.com/track/4H4mvjFyIqE5OMYf5zJLBP,4H4mvjFyIqE5OMYf5zJLBP,spotify:track:4H4mvjFyIqE5OMYf5zJLBP,https://api.spotify.com/v1/tracks/4H4mvjFyIqE5OMYf5zJLBP,https://api.spotify.com/v1/audio-analysis/4H4mvjFyIqE5OMYf5zJLBP,258773.0,4.0,https://open.spotify.com/artist/6N3SuSq2rXAfZ2W8LLbBZp,[],34,https://open.spotify.com/embed/track/4H4mvjFyIqE5OMYf5zJLBP,2000,56
824,PINK SPIDER,hide with Spread Beaver,0.529,0.959,4.0,-7.843,0.0,0.0835,0.000409,0.0,0.366,0.337,97.896,audio_features,https://open.spotify.com/track/4bxgrYaecM8D7W7AzbkWvK,4bxgrYaecM8D7W7AzbkWvK,spotify:track:4bxgrYaecM8D7W7AzbkWvK,https://api.spotify.com/v1/tracks/4bxgrYaecM8D7W7AzbkWvK,https://api.spotify.com/v1/audio-analysis/4bxgrYaecM8D7W7AzbkWvK,224507.0,4.0,https://open.spotify.com/artist/1G3dHtEgFegk2kjWA8gzFu,[],14,https://open.spotify.com/embed/track/4bxgrYaecM8D7W7AzbkWvK,1990,78
825,*~アスタリスク~,ORANGE RANGE,0.578,0.947,5.0,-4.747,1.0,0.0467,0.0791,0.00703,0.347,0.588,127.852,audio_features,https://open.spotify.com/track/2rGjXDGNs1AWlPBzuLJefN,2rGjXDGNs1AWlPBzuLJefN,spotify:track:2rGjXDGNs1AWlPBzuLJefN,https://api.spotify.com/v1/tracks/2rGjXDGNs1AWlPBzuLJefN,https://api.spotify.com/v1/audio-analysis/2rGjXDGNs1AWlPBzuLJefN,257013.0,4.0,https://open.spotify.com/artist/4upiYMjsFfLRieGo8RVRzD,"['j-pop', 'j-poprock', 'j-rock', 'okinawan pop']",54,https://open.spotify.com/embed/track/2rGjXDGNs1AWlPBzuLJefN,2000,57
826,There will be love there -愛のある場所-,the brilliant green,0.502,0.826,5.0,-3.889,1.0,0.0441,0.147,0.000915,0.213,0.532,150.254,audio_features,https://open.spotify.com/track/74pDUQdoYsQSeaghKleMOK,74pDUQdoYsQSeaghKleMOK,spotify:track:74pDUQdoYsQSeaghKleMOK,https://api.spotify.com/v1/tracks/74pDUQdoYsQSeaghKleMOK,https://api.spotify.com/v1/audio-analysis/74pDUQdoYsQSeaghKleMOK,241427.0,4.0,https://open.spotify.com/artist/6ML3nrYx5Mu1wcXP8SmtG2,"['j-pop', 'j-poprock', 'j-rock']",41,https://open.spotify.com/embed/track/74pDUQdoYsQSeaghKleMOK,1990,79
827,少女S,SCANDAL,0.569,0.885,6.0,-2.781,1.0,0.0439,0.00643,1.5e-05,0.0845,0.815,135.961,audio_features,https://open.spotify.com/track/3xfxZi6Ue0ZphUknB5fnba,3xfxZi6Ue0ZphUknB5fnba,spotify:track:3xfxZi6Ue0ZphUknB5fnba,https://api.spotify.com/v1/tracks/3xfxZi6Ue0ZphUknB5fnba,https://api.spotify.com/v1/audio-analysis/3xfxZi6Ue0ZphUknB5fnba,192573.0,4.0,https://open.spotify.com/artist/7hTZwqQILVH4bAbN67CeEz,"['anime', 'idol rock', 'j-pop', 'j-poprock']",48,https://open.spotify.com/embed/track/3xfxZi6Ue0ZphUknB5fnba,2000,58
